,sign_id,pert_id,pert_desc,score
127,CPC004_VCAP_24H:BRD-K08252256-236-17-1:10;CPC016_A375_6H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;-666,0.8950628765748413
128,CPC017_MCF7_24H:BRD-K08252256-236-17-1:10;CPC011_A375_6H:BRD-K08252256-236-25-4:10,BRD-K08252256;BRD-K08252256,"-666;benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas]",0.8955078343405313
129,CPC001_HCC515_24H:BRD-A68929948-001-01-9:10;CPC016_A375_6H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,DAPT;-666,0.8964797834485854
130,CPC016_NPC_24H:BRD-A68929948-001-01-9:10;CPC004_MCF7_6H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,-666;DICLOFENAC SODIUM,0.8969078372645942
131,CPC001_HCC515_24H:BRD-A68929948-001-01-9:10;CPC011_PC3_6H:BRD-K08252256-236-25-4:10,BRD-A68929948;BRD-K08252256,"DAPT;benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas]",0.8969968119140277
132,CPC001_VCAP_24H:BRD-A68929948-001-01-9:10;CPC004_MCF7_6H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,DAPT;DICLOFENAC SODIUM,0.8971960535475139
133,CPC004_VCAP_24H:BRD-K08252256-236-17-1:10;CPC016_NPC_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;-666,0.8973281092362244
134,CPC016_NPC_24H:BRD-A68929948-001-01-9:10;CPC004_VCAP_6H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,-666;DICLOFENAC SODIUM,0.8973504810688666
135,CPC004_MCF7_6H:BRD-K08252256-236-17-1:10;CPC004_VCAP_6H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,DICLOFENAC SODIUM;DICLOFENAC SODIUM,0.8975689951944137
136,CPC004_MCF7_6H:BRD-K08252256-236-17-1:10;CPC016_HT29_6H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;-666,0.8977473441079269
137,CPC016_A375_6H:BRD-A68929948-001-01-9:10;CPC011_A375_6H:BRD-K08252256-236-25-4:10,BRD-A68929948;BRD-K08252256,"-666;benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas]",0.8979615974503472
138,CPC017_MCF7_24H:BRD-K08252256-236-17-1:10;NMH002_NEU_24H:BRD-K08252256-236-26-2:10,BRD-K08252256;BRD-K08252256,-666;Diclofenac.Na,0.8980222537807098
139,CPC016_A375_6H:BRD-A68929948-001-01-9:10;CPC004_PC3_24H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,-666;DICLOFENAC SODIUM,0.8981427927949533
140,CPC016_NPC_24H:BRD-A68929948-001-01-9:10;CPC016_HT29_6H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,-666;-666,0.8993922790688302
141,CPC004_VCAP_24H:BRD-K08252256-236-17-1:10;CPC004_MCF7_6H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,DICLOFENAC SODIUM;DICLOFENAC SODIUM,0.900345698047687
142,CPC011_PC3_6H:BRD-K08252256-236-25-4:10;CPC004_PC3_24H:BRD-K08252256-236-17-1:10,BRD-K08252256;BRD-K08252256,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];DICLOFENAC SODIUM",0.9003520698973461
143,CPC016_NPC_24H:BRD-A68929948-001-01-9:10;CPC001_HCC515_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,-666;DAPT,0.9008315898883136
144,CPC004_VCAP_6H:BRD-K08252256-236-17-1:10;CPC016_HT29_6H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;-666,0.9018448520687619
145,CPC016_NPC_24H:BRD-A68929948-001-01-9:10;CPC001_VCAP_24H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,-666;DAPT,0.9019493715422522
146,CPC001_VCAP_24H:BRD-A68929948-001-01-9:10;CPC004_VCAP_6H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,DAPT;DICLOFENAC SODIUM,0.9027188768649954
147,CPC016_NPC_24H:BRD-A68929948-001-01-9:10;CPC004_PC3_24H:BRD-K08252256-236-17-1:10,BRD-A68929948;BRD-K08252256,-666;DICLOFENAC SODIUM,0.902758149554469
148,CPC011_A375_6H:BRD-K08252256-236-25-4:10;CPC011_PC3_6H:BRD-K08252256-236-25-4:10,BRD-K08252256;BRD-K08252256,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas]",0.9030076513503821
149,CPC011_PC3_6H:BRD-K08252256-236-25-4:10;NMH002_NEU_24H:BRD-K08252256-236-26-2:10,BRD-K08252256;BRD-K08252256,"benzeneacetic acid, 2-[(2,6-dichlorophenyl)amino]-, monosodium salt [cas];Diclofenac.Na",0.903464155760889
150,CPC001_VCAP_24H:BRD-A68929948-001-01-9:10;CPC016_HT29_6H:BRD-A68929948-001-01-9:10,BRD-A68929948;BRD-A68929948,DAPT;-666,0.9046148078462224
151,CPC017_MCF7_24H:BRD-K08252256-236-17-1:10;CPC001_PC3_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,-666;DAPT,0.9053617902782296
152,CPC016_A375_6H:BRD-A68929948-001-01-9:10;NMH002_NEU_24H:BRD-K08252256-236-26-2:10,BRD-A68929948;BRD-K08252256,-666;Diclofenac.Na,0.9055994117437597
153,CPC004_MCF7_6H:BRD-K08252256-236-17-1:10;CPC001_HCC515_24H:BRD-A68929948-001-01-9:10,BRD-K08252256;BRD-A68929948,DICLOFENAC SODIUM;DAPT,0.9058836596682671
